,Drug,Treated,Repulls,Mortalities,Treatment Success(%),Case Fatality Rate(%),$/Hd/Rx,Treatment $,Month,Year,Risk,Season
17,Excede,59,0.0,13.0,100.00,22.03,0.0,0.0,September,2018,UltraHigh,Fall
18,ExcedeAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
19,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
20,Excenel,7,0.0,1.0,100.00,14.29,0.0,0.0,September,2018,UltraHigh,Fall
21,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
22,LA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
23,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
24,MassRxDraxxin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
25,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
26,MassRxExcede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
27,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
28,MassRxMicotil,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
29,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
30,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
31,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
32,MassRxZactran,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
33,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
0,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
1,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
2,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
3,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
4,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
5,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
6,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
7,Nuflor,39,0.0,5.0,100.00,12.82,0.0,0.0,September,2018,UltraHigh,Fall
8,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
9,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
10,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
12,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
13,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
14,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
15,ResflorGold,4,0.0,2.0,100.00,50.00,0.0,0.0,September,2018,UltraHigh,Fall
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
17,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
18,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
19,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
20,Zuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,UltraHigh,Fall
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
5,Advocin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
6,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
7,Baytril,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
8,BaytrilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
9,BaytrilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
10,Bio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
12,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
13,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
14,Draxxin,948,561.0,46.0,40.82,4.85,30.81,29207.88,September,2018,Natural,Fall
15,DraxxinAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
16,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
17,Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
18,ExcedeAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
19,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
20,Excenel,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
21,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
22,LA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
23,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
24,MassRxDraxxin,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
25,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
26,MassRxExcede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
27,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
28,MassRxMicotil,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
29,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
30,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
31,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
32,MassRxZactran,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
33,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,September,2018,Natural,Fall
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
5,Advocin,313,7.0,18.0,97.76,5.75,35.31,11053.07,October,2018,Low,Fall
6,AdvocinAs2ndRx,171,0.0,36.0,100.00,21.05,0.0,0.0,October,2018,Low,Fall
7,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
8,Baytril,24,13.0,0.0,45.83,0.00,20.02,480.36,October,2018,Low,Fall
9,BaytrilAs2ndRx,844,0.0,97.0,100.00,11.49,0.0,0.0,October,2018,Low,Fall
10,BaytrilAs3rdRx,72,11.0,16.0,84.72,22.22,0.0,0.0,October,2018,Low,Fall
11,Bio-Mycin,73,10.0,2.0,86.30,2.74,5.46,398.58,October,2018,Low,Fall
12,Bio-MyicnAs3rdRx,2,0.0,1.0,100.00,50.00,3.15,6.3,October,2018,Low,Fall
13,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
14,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
15,Draxxin,7805,221.0,390.0,97.17,5.00,34.88,272238.41,October,2018,Low,Fall
16,DraxxinAs2ndRx,12,3.0,1.0,75.00,8.33,28.94,347.28,October,2018,Low,Fall
17,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
18,Excede,16,2.0,0.0,87.50,0.00,21.87,349.92,October,2018,Low,Fall
19,ExcedeAs2ndRx,191,1.0,35.0,99.48,18.32,20.93,3997.63,October,2018,Low,Fall
20,ExcedeAs3rdRx,12,0.0,5.0,100.00,41.67,0.0,0.0,October,2018,Low,Fall
21,Excenel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
22,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
23,LA-200,79,0.0,1.0,100.00,1.27,5.68,448.72,October,2018,Low,Fall
24,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
25,MassRxDraxxin,713,8.0,41.0,98.88,5.75,25.0,17825.0,October,2018,Low,Fall
26,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
27,MassRxExcede,69,6.0,0.0,91.30,0.00,0.0,0.0,October,2018,Low,Fall
28,MassRxLA-200,100,0.0,0.0,100.00,0.00,5.95,595.0,October,2018,Low,Fall
29,MassRxMicotil,490,0.0,12.0,100.00,2.45,37.58,18414.2,October,2018,Low,Fall
30,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
31,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
32,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
0,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
1,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
2,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
3,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
4,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
5,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
6,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
7,Nuflor,515,240.0,87.0,53.40,16.89,37.72,19425.8,October,2018,Natural,Fall
8,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
9,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
10,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
12,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
13,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
14,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
15,ResflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
17,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
18,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
19,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
20,Zuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Natural,Fall
0,MassRxZactran,652,4.0,1.0,99.39,0.15,0.0,0.0,October,2018,Low,Fall
1,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
2,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
3,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
4,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
5,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
6,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
7,NaxcelAs2ndRx,87,0.0,23.0,100.00,26.44,0.0,0.0,October,2018,Low,Fall
8,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
9,Nuflor,234,64.0,39.0,72.65,16.67,0.0,0.0,October,2018,Low,Fall
10,NuflorAs2ndRx,234,64.0,39.0,72.65,16.67,0.0,0.0,October,2018,Low,Fall
11,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
12,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
13,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
14,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
15,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
16,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
17,ResflorGold,148,30.0,4.0,79.73,2.70,28.86,4270.54,October,2018,Low,Fall
18,ResflorGoldAs2ndRx,119,4.0,25.0,96.64,21.01,20.8,2475.2,October,2018,Low,Fall
19,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
20,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
21,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Low,Fall
22,Zuprevo,57,5.0,1.0,91.23,1.75,27.82,1586.02,October,2018,Low,Fall
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
5,Advocin,918,43.0,145.0,95.32,15.80,35.27,32376.71,October,2018,Moderate,Fall
6,AdvocinAs2ndRx,189,0.0,50.0,100.00,26.46,0.0,0.0,October,2018,Moderate,Fall
7,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
8,Baytril,330,0.0,71.0,100.00,21.52,0.0,0.0,October,2018,Moderate,Fall
9,BaytrilAs2ndRx,53,3.0,1.0,94.34,1.89,18.43,976.99,October,2018,Moderate,Fall
10,BaytrilAs3rdRx,124,4.0,18.0,96.77,14.52,51.42,6376.7,October,2018,Moderate,Fall
11,Bio-Mycin,2431,421.0,89.0,82.68,3.66,9.17,22295.31,October,2018,Moderate,Fall
12,Bio-MyicnAs3rdRx,88,1.0,17.0,98.86,19.32,5.15,453.2,October,2018,Moderate,Fall
13,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
14,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
15,Draxxin,11887,1326.0,792.0,88.84,6.66,34.38,408675.06,October,2018,Moderate,Fall
16,DraxxinAs2ndRx,1115,152.0,128.0,86.37,11.48,28.76,32067.4,October,2018,Moderate,Fall
17,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
18,Excede,160,18.0,10.0,88.75,6.25,23.41,3745.2,October,2018,Moderate,Fall
19,ExcedeAs2ndRx,1475,329.0,212.0,77.69,14.37,34.44,50799.0,October,2018,Moderate,Fall
20,ExcedeAs3rdRx,637,56.0,159.0,91.21,24.96,17.55,11179.35,October,2018,Moderate,Fall
21,Excenel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
22,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
23,LA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
24,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
25,MassRxDraxxin,3749,407.0,87.0,89.14,2.32,29.5,110608.0,October,2018,Moderate,Fall
26,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
27,MassRxExcede,654,169.0,28.0,74.16,4.28,25.77,16853.58,October,2018,Moderate,Fall
28,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
29,MassRxMicotil,1100,26.0,30.0,97.64,2.73,13.53,14888.5,October,2018,Moderate,Fall
30,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
31,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
32,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
33,MassRxZactran,10437,965.0,143.0,90.75,1.37,0.0,0.0,October,2018,Moderate,Fall
0,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
1,MassRxZuprevo,8692,1383.0,141.0,84.09,1.62,19.48,169320.16,October,2018,Moderate,Fall
2,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
3,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
4,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
5,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
6,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
7,NaxcelAs3rdRx,45,0.0,20.0,100.00,44.44,0.0,0.0,October,2018,Moderate,Fall
8,Nuflor,1097,310.0,135.0,71.74,12.31,32.48,35636.04,October,2018,Moderate,Fall
9,NuflorAs2ndRx,1443,331.0,333.0,77.06,23.08,25.1,36224.11,October,2018,Moderate,Fall
10,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
11,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
13,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
14,Polyflex,18,0.0,0.0,100.00,0.00,10.67,192.06,October,2018,Moderate,Fall
15,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
16,ResflorGold,1398,437.0,139.0,68.74,9.94,27.05,37811.24,October,2018,Moderate,Fall
17,ResflorGoldAs2ndRx,1778,73.0,210.0,95.89,11.81,24.23,43089.83,October,2018,Moderate,Fall
18,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
19,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,Moderate,Fall
20,Zactran,161,29.0,3.0,81.99,1.86,31.52,5074.72,October,2018,Moderate,Fall
21,Zuprevo,2134,50.0,245.0,97.66,11.48,25.07,53499.38,October,2018,Moderate,Fall
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
5,Advocin,689,165.0,61.0,76.05,8.85,44.98,30992.94,October,2018,High,Fall
6,AdvocinAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
7,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
8,Baytril,0,0.0,0.0,0.00,0.00,25.78,0.0,October,2018,High,Fall
9,BaytrilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
10,BaytrilAs3rdRx,758,372.0,89.0,50.92,11.74,25.23,19124.34,October,2018,High,Fall
11,Bio-Mycin,581,35.0,9.0,93.98,1.55,7.03,4086.37,October,2018,High,Fall
12,Bio-MyicnAs3rdRx,186,31.0,11.0,83.33,5.91,10.91,2029.26,October,2018,High,Fall
13,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
14,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
15,Draxxin,9473,1851.0,550.0,80.46,5.81,39.29,372170.49,October,2018,High,Fall
16,DraxxinAs2ndRx,20,1.0,0.0,95.00,0.00,411.15,8223.0,October,2018,High,Fall
17,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
18,Excede,1307,136.0,70.0,89.59,5.36,26.31,34382.81,October,2018,High,Fall
19,ExcedeAs2ndRx,458,202.0,9.0,55.90,1.97,12.66,5798.28,October,2018,High,Fall
20,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
21,Excenel,197,116.0,37.0,41.12,18.78,29.47,5804.61,October,2018,High,Fall
22,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
23,LA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
24,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
25,MassRxDraxxin,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
26,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
27,MassRxExcede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
28,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
29,MassRxMicotil,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
30,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
31,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
32,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
33,MassRxZactran,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
0,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
1,MassRxZuprevo,862,478.0,10.0,44.55,1.16,15.44,13309.28,October,2018,High,Fall
2,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
3,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
4,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
5,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
6,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
7,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
8,Nuflor,889,196.0,104.0,77.95,11.70,36.0,32004.0,October,2018,High,Fall
9,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
10,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
11,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
13,Oxy100,89,75.0,23.0,15.73,25.84,2.21,196.69,October,2018,High,Fall
14,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
15,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
16,ResflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
17,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
18,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
19,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
20,Zactran,28,12.0,3.0,57.14,10.71,24.07,674.1,October,2018,High,Fall
21,Zuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,High,Fall
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
5,Advocin,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
6,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
7,Baytril,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
8,BaytrilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
9,BaytrilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
10,Bio-Mycin,6,0.0,2.0,100.00,33.33,0.0,0.0,October,2018,UltraHigh,Fall
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
12,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
13,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
14,Draxxin,39,0.0,2.0,100.00,5.13,0.0,0.0,October,2018,UltraHigh,Fall
15,DraxxinAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
16,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
17,Excede,56,0.0,8.0,100.00,14.29,0.0,0.0,October,2018,UltraHigh,Fall
18,ExcedeAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,October,2018,UltraHigh,Fall
